pref,Prefecture,Party,Year,Votes,Vote.Total,Actual.Voters,Eligible.Voters,vshare
23,Aichi,98,2000,25722,3173103,NA,5452287,0.008106260654003
23,Aichi,13,2000,60871,3173103,NA,5452287,0.01918343022587
23,Aichi,5,2000,219203,3173103,NA,5452287,0.069081589850692
23,Aichi,12,2000,285387,3173103,NA,5452287,0.089939406316152
23,Aichi,4,2000,333988,3173103,NA,5452287,0.105255959229814
23,Aichi,3,2000,380177,3173103,NA,5452287,0.119812372935893
23,Aichi,1,2000,815065,3173103,NA,5452287,0.256866858718422
23,Aichi,2,2000,1052690,3173103,NA,5452287,0.331754122069154
5,Akita,13,2000,0,632882,NA,969201,0
5,Akita,98,2000,5958,632882,NA,969201,0.009414077189745
5,Akita,4,2000,50979,632882,NA,969201,0.080550560768042
5,Akita,3,2000,62375,632882,NA,969201,0.098557076990655
5,Akita,5,2000,81760,632882,NA,969201,0.129186799434966
5,Akita,12,2000,82725,632882,NA,969201,0.130711570245322
5,Akita,2,2000,137265,632882,NA,969201,0.216888772314586
5,Akita,1,2000,211820,632882,NA,969201,0.334691143056684
2,Aomori,13,2000,0,670498,NA,1186724,0
2,Aomori,98,2000,14254,670498,NA,1186724,0.021258825529681
2,Aomori,4,2000,50036,670498,NA,1186724,0.074625129381445
2,Aomori,3,2000,67596,670498,NA,1186724,0.100814618388123
2,Aomori,5,2000,78852,670498,NA,1186724,0.117602140498555
2,Aomori,12,2000,89536,670498,NA,1186724,0.133536565358883
2,Aomori,2,2000,137616,670498,NA,1186724,0.205244460087875
2,Aomori,1,2000,232608,670498,NA,1186724,0.346918260755438
12,Chiba,13,2000,0,2662826,NA,4710962,0
12,Chiba,98,2000,61575,2662826,NA,4710962,0.023123929239087
12,Chiba,5,2000,215154,2662826,NA,4710962,0.080799120933925
12,Chiba,12,2000,301039,2662826,NA,4710962,0.113052448789369
12,Chiba,4,2000,308506,2662826,NA,4710962,0.115856612486133
12,Chiba,3,2000,330995,2662826,NA,4710962,0.124302151173227
12,Chiba,2,2000,710123,2662826,NA,4710962,0.266680211174144
12,Chiba,1,2000,735434,2662826,NA,4710962,0.276185526204115
38,Ehime,13,2000,0,697875,NA,1205006,0
38,Ehime,98,2000,2719,697875,NA,1205006,0.003896113200788
38,Ehime,4,2000,59890,697875,NA,1205006,0.085817660755866
38,Ehime,12,2000,71076,697875,NA,1205006,0.101846319183235
38,Ehime,5,2000,71496,697875,NA,1205006,0.10244814615798
38,Ehime,3,2000,94609,697875,NA,1205006,0.135567257746731
38,Ehime,2,2000,138130,697875,NA,1205006,0.197929428622604
38,Ehime,1,2000,259955,697875,NA,1205006,0.372495074332796
18,Fukui,13,2000,0,427906,NA,648958,0
18,Fukui,98,2000,1004,427906,NA,648958,0.002346309703533
18,Fukui,5,2000,27773,427906,NA,648958,0.064904441629704
18,Fukui,4,2000,28352,427906,NA,648958,0.066257542544391
18,Fukui,12,2000,41124,427906,NA,648958,0.096105219370609
18,Fukui,3,2000,44769,427906,NA,648958,0.104623445336125
18,Fukui,2,2000,99662,427906,NA,648958,0.232906292503494
18,Fukui,1,2000,185222,427906,NA,648958,0.432856748912144
40,Fukuoka,13,2000,0,2286516,NA,3918660,0
40,Fukuoka,98,2000,50098,2286516,NA,3918660,0.021910190000857
40,Fukuoka,12,2000,236373,2286516,NA,3918660,0.103376928042489
40,Fukuoka,4,2000,244598,2286516,NA,3918660,0.106974103833081
40,Fukuoka,5,2000,270903,2286516,NA,3918660,0.118478506163963
40,Fukuoka,3,2000,379505,2286516,NA,3918660,0.165975221690992
40,Fukuoka,1,2000,540430,2286516,NA,3918660,0.236355223405391
40,Fukuoka,2,2000,564609,2286516,NA,3918660,0.246929826863228
7,Fukushima,13,2000,0,1095811,NA,1658558,0
7,Fukushima,98,2000,23975,1095811,NA,1658558,0.021878772890581
7,Fukushima,4,2000,91469,1095811,NA,1658558,0.08347151105437
7,Fukushima,5,2000,98336,1095811,NA,1658558,0.089738102647263
7,Fukushima,3,2000,114175,1095811,NA,1658558,0.104192237530012
7,Fukushima,12,2000,158558,1095811,NA,1658558,0.144694659936796
7,Fukushima,2,2000,264463,1095811,NA,1658558,0.241339975597982
7,Fukushima,1,2000,344835,1095811,NA,1658558,0.314684740342997
21,Gifu,98,2000,3011,1065720,NA,1663323,0.002825319971475
21,Gifu,13,2000,4840,1065720,NA,1663323,0.004541530608415
21,Gifu,5,2000,79444,1065720,NA,1663323,0.074544908606388
21,Gifu,4,2000,97870,1065720,NA,1663323,0.091834628232556
21,Gifu,3,2000,115168,1065720,NA,1663323,0.108065908493788
21,Gifu,12,2000,122400,1065720,NA,1663323,0.114851931088841
21,Gifu,2,2000,275229,1065720,NA,1663323,0.258256390046166
21,Gifu,1,2000,367758,1065720,NA,1663323,0.34507938295237
10,Gunma,13,2000,0,959739,NA,1594415,0
10,Gunma,98,2000,6913,959739,NA,1594415,0.007202999982287
10,Gunma,5,2000,80743,959739,NA,1594415,0.084130164555155
10,Gunma,4,2000,91186,959739,NA,1594415,0.095011247849676
10,Gunma,12,2000,106087,959739,NA,1594415,0.110537344007069
10,Gunma,3,2000,106933,959739,NA,1594415,0.111418833662069
10,Gunma,2,2000,182978,959739,NA,1594415,0.190653917367118
10,Gunma,1,2000,384899,959739,NA,1594415,0.401045492576628
34,Hiroshima,13,2000,0,1341179,NA,2282233,0
34,Hiroshima,98,2000,7996,1341179,NA,2282233,0.005961918580592
34,Hiroshima,4,2000,111717,1341179,NA,2282233,0.083297606061532
34,Hiroshima,5,2000,145281,1341179,NA,2282233,0.108323348337545
34,Hiroshima,12,2000,153866,1341179,NA,2282233,0.114724432756552
34,Hiroshima,3,2000,208255,1341179,NA,2282233,0.155277558029167
34,Hiroshima,2,2000,265253,1341179,NA,2282233,0.197775986650551
34,Hiroshima,1,2000,448811,1341179,NA,2282233,0.33463914958406
1,Hokkaido,13,2000,0,2876862,NA,4577169,0
1,Hokkaido,98,2000,17987,2876862,NA,4577169,0.006252298511364
1,Hokkaido,12,2000,236301,2876862,NA,4577169,0.082138455024954
1,Hokkaido,5,2000,255319,2876862,NA,4577169,0.088749130128592
1,Hokkaido,4,2000,365061,2876862,NA,4577169,0.126895554948413
1,Hokkaido,3,2000,368198,2876862,NA,4577169,0.127985979167579
1,Hokkaido,1,2000,735318,2876862,NA,4577169,0.255597244497651
1,Hokkaido,2,2000,898678,2876862,NA,4577169,0.312381337721448
28,Hyogo,98,2000,37263,2517065,NA,4379214,0.014804146893306
28,Hyogo,13,2000,40857,2517065,NA,4379214,0.016232000365505
28,Hyogo,12,2000,254120,2517065,NA,4379214,0.100958854856748
28,Hyogo,5,2000,304602,2517065,NA,4379214,0.121014753294015
28,Hyogo,4,2000,331485,2517065,NA,4379214,0.131695049591489
28,Hyogo,3,2000,389049,2517065,NA,4379214,0.15456454243335
28,Hyogo,1,2000,555151,2517065,NA,4379214,0.220554892305125
28,Hyogo,2,2000,604538,2517065,NA,4379214,0.240175760260462
8,Ibaraki,13,2000,0,1327533,NA,2348390,0
8,Ibaraki,98,2000,6420,1327533,NA,2348390,0.004836037974197
8,Ibaraki,5,2000,95776,1327533,NA,2348390,0.072145852494816
8,Ibaraki,4,2000,102490,1327533,NA,2348390,0.077203353890261
8,Ibaraki,3,2000,165733,1327533,NA,2348390,0.124842847597762
8,Ibaraki,12,2000,198404,1327533,NA,2348390,0.149453158603214
8,Ibaraki,2,2000,326624,1327533,NA,2348390,0.246038328237415
8,Ibaraki,1,2000,432086,1327533,NA,2348390,0.325480421202335
17,Ishikawa,13,2000,0,589992,NA,934291,0
17,Ishikawa,98,2000,1812,589992,NA,934291,0.003071228084449
17,Ishikawa,5,2000,30560,589992,NA,934291,0.051797312505932
17,Ishikawa,4,2000,33777,589992,NA,934291,0.057249928812594
17,Ishikawa,3,2000,47613,589992,NA,934291,0.080701094252125
17,Ishikawa,12,2000,75048,589992,NA,934291,0.127201724769149
17,Ishikawa,2,2000,135451,589992,NA,934291,0.229581079065479
17,Ishikawa,1,2000,265731,589992,NA,934291,0.450397632510271
3,Iwate,13,2000,0,726054,NA,1127982,0
3,Iwate,98,2000,24135,726054,NA,1127982,0.033241329157335
3,Iwate,4,2000,51235,726054,NA,1127982,0.070566376605597
3,Iwate,3,2000,51783,726054,NA,1127982,0.071321141402706
3,Iwate,2,2000,56301,726054,NA,1127982,0.077543819054781
3,Iwate,5,2000,77443,726054,NA,1127982,0.106662865296521
3,Iwate,1,2000,167792,726054,NA,1127982,0.231101267949767
3,Iwate,12,2000,297365,726054,NA,1127982,0.409563200533294
37,Kagawa,13,2000,0,477985,NA,826604,0
37,Kagawa,98,2000,1189,477985,NA,826604,0.002487525759177
37,Kagawa,12,2000,38784,477985,NA,826604,0.081140621567622
37,Kagawa,4,2000,43324,477985,NA,826604,0.090638827578271
37,Kagawa,3,2000,61695,477985,NA,826604,0.129073088067617
37,Kagawa,5,2000,67312,477985,NA,826604,0.140824502860968
37,Kagawa,2,2000,86374,477985,NA,826604,0.180704415410525
37,Kagawa,1,2000,179307,477985,NA,826604,0.375131018755819
46,Kagoshima,13,2000,0,905053,NA,1399548,0
46,Kagoshima,4,2000,47812,905053,NA,1399548,0.052827845441096
46,Kagoshima,12,2000,54414,905053,NA,1399548,0.060122445867811
46,Kagoshima,3,2000,101408,905053,NA,1399548,0.112046476836163
46,Kagoshima,98,2000,104886,905053,NA,1399548,0.115889345706826
46,Kagoshima,5,2000,115703,905053,NA,1399548,0.127841131955808
46,Kagoshima,2,2000,118252,905053,NA,1399548,0.130657541602536
46,Kagoshima,1,2000,362578,905053,NA,1399548,0.40061521258976
14,Kanagawa,13,2000,0,3914960,NA,6762813,0
14,Kanagawa,98,2000,79959,3914960,NA,6762813,0.020423963463228
14,Kanagawa,5,2000,427114,3914960,NA,6762813,0.109097921817847
14,Kanagawa,4,2000,457858,3914960,NA,6762813,0.116950875615587
14,Kanagawa,12,2000,480816,3914960,NA,6762813,0.122815047918753
14,Kanagawa,3,2000,482697,3914960,NA,6762813,0.12329551259783
14,Kanagawa,1,2000,870424,3914960,NA,6762813,0.222332795226516
14,Kanagawa,2,2000,1116092,3914960,NA,6762813,0.285083883360239
39,Kochi,13,2000,0,368355,NA,658941,0
39,Kochi,98,2000,737,368355,NA,658941,0.002000787284006
39,Kochi,12,2000,21010,368355,NA,658941,0.057037368842557
39,Kochi,5,2000,36974,368355,NA,658941,0.100375995982137
39,Kochi,3,2000,55201,368355,NA,658941,0.149858153140313
39,Kochi,4,2000,63970,368355,NA,658941,0.173663992615819
39,Kochi,2,2000,65997,368355,NA,658941,0.179166836339944
39,Kochi,1,2000,124466,368355,NA,658941,0.337896865795225
43,Kumamoto,13,2000,0,880088,NA,1467029,0
43,Kumamoto,98,2000,19770,880088,NA,1467029,0.022463662724637
43,Kumamoto,4,2000,57649,880088,NA,1467029,0.065503676905037
43,Kumamoto,5,2000,76377,880088,NA,1467029,0.086783367117834
43,Kumamoto,12,2000,79611,880088,NA,1467029,0.09045799965458
43,Kumamoto,3,2000,141702,880088,NA,1467029,0.161008899110089
43,Kumamoto,2,2000,200477,880088,NA,1467029,0.22779199352792
43,Kumamoto,1,2000,304502,880088,NA,1467029,0.345990400959904
26,Kyoto,13,2000,4828,1172590,NA,2068572,0.004117381181828
26,Kyoto,98,2000,9377,1172590,NA,2068572,0.007996827535626
26,Kyoto,5,2000,89144,1172590,NA,2068572,0.07602316240118
26,Kyoto,12,2000,92543,1172590,NA,2068572,0.078921873800732
26,Kyoto,3,2000,143449,1172590,NA,2068572,0.122335172566711
26,Kyoto,4,2000,248326,1172590,NA,2068572,0.211775641954989
26,Kyoto,2,2000,261680,1172590,NA,2068572,0.223164106806301
26,Kyoto,1,2000,323243,1172590,NA,2068572,0.275665833752633
24,Mie,13,2000,4251,924231,NA,1467405,0.00459949947578
24,Mie,98,2000,8495,924231,NA,1467405,0.009191425087451
24,Mie,5,2000,69082,924231,NA,1467405,0.07474538291834
24,Mie,4,2000,79379,924231,NA,1467405,0.085886537023753
24,Mie,12,2000,96420,924231,NA,1467405,0.104324568208597
24,Mie,3,2000,119332,924231,NA,1467405,0.129114907420331
24,Mie,2,2000,273013,924231,NA,1467405,0.295394766027108
24,Mie,1,2000,274259,924231,NA,1467405,0.29674291383864
4,Miyagi,13,2000,0,1050304,NA,1845625,0
4,Miyagi,98,2000,16786,1050304,NA,1845625,0.015982039485711
4,Miyagi,4,2000,97848,1050304,NA,1845625,0.093161598927549
4,Miyagi,5,2000,101106,1050304,NA,1845625,0.096263557979404
4,Miyagi,12,2000,114182,1050304,NA,1845625,0.108713286819816
4,Miyagi,3,2000,118767,1050304,NA,1845625,0.11307868959844
4,Miyagi,2,2000,287340,1050304,NA,1845625,0.273577935531046
4,Miyagi,1,2000,314275,1050304,NA,1845625,0.299222891658034
45,Miyazaki,13,2000,0,591428,NA,926296,0
45,Miyazaki,98,2000,8602,591428,NA,926296,0.014544458497061
45,Miyazaki,4,2000,37559,591428,NA,926296,0.06350561691364
45,Miyazaki,12,2000,44790,591428,NA,926296,0.075731957228944
45,Miyazaki,5,2000,72290,591428,NA,926296,0.122229586695253
45,Miyazaki,3,2000,87475,591428,NA,926296,0.147904732275104
45,Miyazaki,2,2000,107436,591428,NA,926296,0.181655247976085
45,Miyazaki,1,2000,233276,591428,NA,926296,0.394428400413913
20,Nagano,13,2000,0,1140760,NA,1749046,0
20,Nagano,98,2000,3272,1140760,NA,1749046,0.002868263263088
20,Nagano,12,2000,73774,1140760,NA,1749046,0.064670921140292
20,Nagano,5,2000,112383,1140760,NA,1749046,0.098515901679582
20,Nagano,3,2000,120277,1140760,NA,1749046,0.105435849784354
20,Nagano,4,2000,158015,1140760,NA,1749046,0.138517304253305
20,Nagano,1,2000,255926,1140760,NA,1749046,0.22434692661033
20,Nagano,2,2000,417113,1140760,NA,1749046,0.365644833269049
42,Nagasaki,13,2000,0,756531,NA,1192219,0
42,Nagasaki,98,2000,11935,756531,NA,1192219,0.015775956305822
42,Nagasaki,4,2000,51153,756531,NA,1192219,0.067615206779365
42,Nagasaki,5,2000,88842,756531,NA,1192219,0.117433390039536
42,Nagasaki,3,2000,103246,756531,NA,1192219,0.136472927084283
42,Nagasaki,12,2000,116541,756531,NA,1192219,0.154046562533459
42,Nagasaki,2,2000,150519,756531,NA,1192219,0.198959461013494
42,Nagasaki,1,2000,234295,756531,NA,1192219,0.30969649624404
29,Nara,13,2000,3183,668015,NA,1145705,0.004764863064452
29,Nara,98,2000,5507,668015,NA,1145705,0.008243826860175
29,Nara,12,2000,56779,668015,NA,1145705,0.084996594387851
29,Nara,5,2000,60039,668015,NA,1145705,0.089876724325053
29,Nara,4,2000,82364,668015,NA,1145705,0.123296632560646
29,Nara,3,2000,88435,668015,NA,1145705,0.132384751839405
29,Nara,2,2000,184555,668015,NA,1145705,0.276273736368195
29,Nara,1,2000,187153,668015,NA,1145705,0.280162870594223
15,Niigata,13,2000,0,1329011,NA,1973134,0
15,Niigata,98,2000,3581,1329011,NA,1973134,0.00269448484625
15,Niigata,3,2000,106111,1329011,NA,1973134,0.07984207805654
15,Niigata,4,2000,116635,1329011,NA,1973134,0.087760748406146
15,Niigata,5,2000,176351,1329011,NA,1973134,0.132693408858166
15,Niigata,12,2000,179060,1329011,NA,1973134,0.134731766704715
15,Niigata,2,2000,271083,1329011,NA,1973134,0.203973481032136
15,Niigata,1,2000,476190,1329011,NA,1973134,0.358304032096047
44,Oita,13,2000,0,664522,NA,981721,0
44,Oita,98,2000,4446,664522,NA,981721,0.006690523413822
44,Oita,12,2000,37468,664522,NA,981721,0.056383385350673
44,Oita,4,2000,43718,664522,NA,981721,0.065788642061512
44,Oita,3,2000,94122,664522,NA,981721,0.141638651542011
44,Oita,2,2000,121948,664522,NA,981721,0.183512359259739
44,Oita,5,2000,151669,664522,NA,981721,0.228237740812193
44,Oita,1,2000,211151,664522,NA,981721,0.317748697560051
33,Okayama,13,2000,0,930866,NA,1552010,0
33,Okayama,98,2000,2365,930866,NA,1552010,0.002540644947823
33,Okayama,12,2000,57181,930866,NA,1552010,0.061427745776514
33,Okayama,5,2000,69895,930866,NA,1552010,0.075085995191574
33,Okayama,4,2000,84353,930866,NA,1552010,0.090617768830315
33,Okayama,3,2000,154142,930866,NA,1552010,0.16558989156334
33,Okayama,2,2000,206454,930866,NA,1552010,0.221787024125921
33,Okayama,1,2000,356476,930866,NA,1552010,0.382950929564513
47,Okinawa,13,2000,0,535948,NA,965521,0
47,Okinawa,98,2000,19593,535948,NA,965521,0.036557651115407
47,Okinawa,12,2000,42016,535948,NA,965521,0.078395665251106
47,Okinawa,3,2000,53862,535948,NA,965521,0.100498555830043
47,Okinawa,4,2000,69896,535948,NA,965521,0.130415637337951
47,Okinawa,2,2000,82068,535948,NA,965521,0.153126795883183
47,Okinawa,5,2000,96617,535948,NA,965521,0.180273086194929
47,Okinawa,1,2000,171896,535948,NA,965521,0.320732608387381
27,Osaka,98,2000,40266,3712528,NA,6935925,0.010845978804739
27,Osaka,13,2000,43824,3712528,NA,6935925,0.011804355414963
27,Osaka,5,2000,306104,3712528,NA,6935925,0.082451634034814
27,Osaka,12,2000,369536,3712528,NA,6935925,0.099537565777282
27,Osaka,4,2000,639464,3712528,NA,6935925,0.172244896200109
27,Osaka,3,2000,688529,3712528,NA,6935925,0.185460958139575
27,Osaka,1,2000,776093,3712528,NA,6935925,0.209047042877522
27,Osaka,2,2000,848712,3712528,NA,6935925,0.228607568750997
41,Saga,13,2000,0,444489,NA,681989,0
41,Saga,98,2000,6801,444489,NA,681989,0.015300716103211
41,Saga,4,2000,26635,444489,NA,681989,0.05992274274504
41,Saga,12,2000,43897,444489,NA,681989,0.098758349475465
41,Saga,3,2000,57158,444489,NA,681989,0.128592608590989
41,Saga,5,2000,61420,444489,NA,681989,0.138181147339979
41,Saga,2,2000,89579,444489,NA,681989,0.201532546362227
41,Saga,1,2000,158999,444489,NA,681989,0.357711889383089
11,Saitama,13,2000,0,3075760,NA,5455389,0
11,Saitama,98,2000,20521,3075760,NA,5455389,0.00667184695815
11,Saitama,5,2000,277638,3075760,NA,5455389,0.090266470725934
11,Saitama,12,2000,359586,3075760,NA,5455389,0.116909641844617
11,Saitama,4,2000,417255,3075760,NA,5455389,0.135659154160273
11,Saitama,3,2000,417304,3075760,NA,5455389,0.135675085182199
11,Saitama,1,2000,773362,3075760,NA,5455389,0.251437693448123
11,Saitama,2,2000,810094,3075760,NA,5455389,0.263380107680703
25,Shiga,13,2000,3747,647358,NA,1024230,0.005788141955456
25,Shiga,98,2000,4598,647358,NA,1024230,0.00710271596242
25,Shiga,5,2000,51815,647358,NA,1024230,0.080040719354669
25,Shiga,12,2000,52914,647358,NA,1024230,0.081738388959432
25,Shiga,3,2000,67740,647358,NA,1024230,0.104640708850435
25,Shiga,4,2000,90597,647358,NA,1024230,0.13994883820081
25,Shiga,2,2000,171099,647358,NA,1024230,0.264303522934759
25,Shiga,1,2000,204848,647358,NA,1024230,0.316436963782019
32,Shimane,13,2000,0,443649,NA,604455,0
32,Shimane,98,2000,877,443649,NA,604455,0.001976787956245
32,Shimane,12,2000,24510,443649,NA,604455,0.0552463772036
32,Shimane,4,2000,33952,443649,NA,604455,0.076528967719977
32,Shimane,5,2000,34253,443649,NA,604455,0.077207432001425
32,Shimane,3,2000,56096,443649,NA,604455,0.126442300106616
32,Shimane,2,2000,106675,443649,NA,604455,0.240449093765567
32,Shimane,1,2000,187286,443649,NA,604455,0.422149041246571
22,Shizuoka,98,2000,11544,1861389,NA,2975569,0.006201820253585
22,Shizuoka,13,2000,22316,1861389,NA,2975569,0.011988896463877
22,Shizuoka,5,2000,151464,1861389,NA,2975569,0.081371491934249
22,Shizuoka,12,2000,178946,1861389,NA,2975569,0.096135735195599
22,Shizuoka,4,2000,188733,1861389,NA,2975569,0.101393636687441
22,Shizuoka,3,2000,203796,1861389,NA,2975569,0.109485980630594
22,Shizuoka,2,2000,550338,1861389,NA,2975569,0.295659854012246
22,Shizuoka,1,2000,554252,1861389,NA,2975569,0.29776258482241
9,Tochigi,13,2000,0,917788,NA,1571897,0
9,Tochigi,98,2000,3913,917788,NA,1571897,0.004263511834977
9,Tochigi,4,2000,61684,917788,NA,1571897,0.067209420912019
9,Tochigi,5,2000,64490,917788,NA,1571897,0.070266771847093
9,Tochigi,3,2000,103154,917788,NA,1571897,0.112394147668089
9,Tochigi,12,2000,117741,917788,NA,1571897,0.128287796310259
9,Tochigi,2,2000,232524,917788,NA,1571897,0.253352626096658
9,Tochigi,1,2000,334282,917788,NA,1571897,0.364225725330904
36,Tokushima,13,2000,0,403774,NA,665927,0
36,Tokushima,98,2000,671,403774,NA,665927,0.001661820721493
36,Tokushima,5,2000,20495,403774,NA,665927,0.050758592678082
36,Tokushima,12,2000,31830,403774,NA,665927,0.078831227369766
36,Tokushima,4,2000,46545,403774,NA,665927,0.115274881493112
36,Tokushima,3,2000,55286,403774,NA,665927,0.136923130265941
36,Tokushima,2,2000,111956,403774,NA,665927,0.277273920559521
36,Tokushima,1,2000,136991,403774,NA,665927,0.339276426912084
13,Tokyo,13,2000,29232,5696637,NA,9761690,0.00513144860731
13,Tokyo,98,2000,207687,5696637,NA,9761690,0.036457825906759
13,Tokyo,5,2000,377230,5696637,NA,9761690,0.066219771419524
13,Tokyo,3,2000,726203,5696637,NA,9761690,0.127479247843947
13,Tokyo,12,2000,776018,5696637,NA,9761690,0.136223880861638
13,Tokyo,4,2000,817045,5696637,NA,9761690,0.143425849321275
13,Tokyo,1,2000,1110177,5696637,NA,9761690,0.194882875633466
13,Tokyo,2,2000,1653045,5696637,NA,9761690,0.290179100406082
31,Tottori,13,2000,0,334934,NA,486241,0
31,Tottori,98,2000,819,334934,NA,486241,0.0024452578717
31,Tottori,12,2000,20880,334934,NA,486241,0.062340640245541
31,Tottori,4,2000,27192,334934,NA,486241,0.08118614413586
31,Tottori,5,2000,43443,334934,NA,486241,0.129706151062597
31,Tottori,3,2000,56082,334934,NA,486241,0.16744194378594
31,Tottori,2,2000,64871,334934,NA,486241,0.193682934548299
31,Tottori,1,2000,121647,334934,NA,486241,0.363196928350063
16,Toyama,13,2000,0,555347,NA,934291,0
16,Toyama,98,2000,1318,555347,NA,934291,0.002373290933416
16,Toyama,4,2000,34468,555347,NA,934291,0.062065699463579
16,Toyama,3,2000,35784,555347,NA,934291,0.064435389045048
16,Toyama,5,2000,71685,555347,NA,934291,0.129081457179025
16,Toyama,12,2000,79520,555347,NA,934291,0.143189753433439
16,Toyama,2,2000,101019,555347,NA,934291,0.181902486193317
16,Toyama,1,2000,231553,555347,NA,934291,0.416951923752177
30,Wakayama,98,2000,2780,511767,NA,866243,0.005432159556986
30,Wakayama,13,2000,29385,511767,NA,866243,0.057418708123033
30,Wakayama,5,2000,31356,511767,NA,866243,0.061270070168651
30,Wakayama,12,2000,53018,511767,NA,866243,0.1035979264001
30,Wakayama,4,2000,66734,511767,NA,866243,0.130399185566869
30,Wakayama,2,2000,83728,511767,NA,866243,0.163605703376732
30,Wakayama,3,2000,106018,511767,NA,866243,0.207160680544076
30,Wakayama,1,2000,138748,511767,NA,866243,0.271115566263554
6,Yamagata,13,2000,0,659217,NA,986518,0
6,Yamagata,98,2000,11066,659217,NA,986518,0.016786581656723
6,Yamagata,12,2000,44385,659217,NA,986518,0.067329877718566
6,Yamagata,4,2000,49488,659217,NA,986518,0.075070879543458
6,Yamagata,3,2000,59542,659217,NA,986518,0.090322306615272
6,Yamagata,5,2000,79770,659217,NA,986518,0.121007194899403
6,Yamagata,2,2000,141268,659217,NA,986518,0.214296658004875
6,Yamagata,1,2000,273698,659217,NA,986518,0.415186501561701
35,Yamaguchi,13,2000,0,785006,NA,1233872,0
35,Yamaguchi,98,2000,3107,785006,NA,1233872,0.003957931531734
35,Yamaguchi,5,2000,61101,785006,NA,1233872,0.077835073872047
35,Yamaguchi,12,2000,83921,785006,NA,1233872,0.106904915376443
35,Yamaguchi,4,2000,84637,785006,NA,1233872,0.107817010315845
35,Yamaguchi,3,2000,113028,785006,NA,1233872,0.143983612864105
35,Yamaguchi,2,2000,188494,785006,NA,1233872,0.240117909926803
35,Yamaguchi,1,2000,250718,785006,NA,1233872,0.319383546113023
19,Yamanashi,13,2000,0,432750,NA,696395,0
19,Yamanashi,98,2000,4324,432750,NA,696395,0.009991912189486
19,Yamanashi,5,2000,27873,432750,NA,696395,0.064409012131716
19,Yamanashi,4,2000,42089,432750,NA,696395,0.097259387637204
19,Yamanashi,3,2000,57458,432750,NA,696395,0.132774119006355
19,Yamanashi,12,2000,57990,432750,NA,696395,0.134003466204506
19,Yamanashi,2,2000,114577,432750,NA,696395,0.264764875794339
19,Yamanashi,1,2000,128439,432750,NA,696395,0.296797227036395
23,Aichi,5,2003,121965,3219246,NA,5584633,0.037886200681775
23,Aichi,4,2003,224478,3219246,NA,5584633,0.069729992675304
23,Aichi,3,2003,443169,3219246,NA,5584633,0.137662359446902
23,Aichi,1,2003,1014942,3219246,NA,5584633,0.315273203725344
23,Aichi,2,2003,1414692,3219246,NA,5584633,0.439448243470676
5,Akita,4,2003,43382,605323,NA,965518,0.071667522958817
5,Akita,5,2003,44155,605323,NA,965518,0.072944527136752
5,Akita,3,2003,71555,605323,NA,965518,0.118209617014387
5,Akita,2,2003,196989,605323,NA,965518,0.325427912040349
5,Akita,1,2003,249242,605323,NA,965518,0.411750420849695
2,Aomori,4,2003,45361,649951,NA,1193763,0.069791415045134
2,Aomori,5,2003,46662,649951,NA,1193763,0.071793104403255
2,Aomori,3,2003,81052,649951,NA,1193763,0.124704785437671
2,Aomori,2,2003,213851,649951,NA,1193763,0.32902634198578
2,Aomori,1,2003,263025,649951,NA,1193763,0.404684353128159
12,Chiba,5,2003,88859,2686423,NA,4855669,0.033077069396741
12,Chiba,4,2003,193099,2686423,NA,4855669,0.071879596027878
12,Chiba,3,2003,384390,2686423,NA,4855669,0.143086178163305
12,Chiba,1,2003,924991,2686423,NA,4855669,0.34432068218594
12,Chiba,2,2003,1095084,2686423,NA,4855669,0.407636474226136
38,Ehime,5,2003,35746,667770,NA,1211920,0.053530407176124
38,Ehime,4,2003,41512,667770,NA,1211920,0.062165116731809
38,Ehime,3,2003,116583,667770,NA,1211920,0.174585560896716
38,Ehime,2,2003,207235,667770,NA,1211920,0.310338889138476
38,Ehime,1,2003,266694,667770,NA,1211920,0.399380026056876
18,Fukui,5,2003,11473,405173,NA,654891,0.028316299457269
18,Fukui,4,2003,20937,405173,NA,654891,0.051674223109635
18,Fukui,3,2003,43815,405173,NA,654891,0.108138992479756
18,Fukui,2,2003,133145,405173,NA,654891,0.328612716049687
18,Fukui,1,2003,195803,405173,NA,654891,0.483257768903654
40,Fukuoka,5,2003,160762,2259774,NA,4008720,0.071140742392823
40,Fukuoka,4,2003,173165,2259774,NA,4008720,0.076629344350364
40,Fukuoka,3,2003,442541,2259774,NA,4008720,0.19583418518843
40,Fukuoka,1,2003,696763,2259774,NA,4008720,0.30833304569395
40,Fukuoka,2,2003,786543,2259774,NA,4008720,0.348062682374432
7,Fukushima,5,2003,53444,1069596,NA,1673199,0.049966529418584
7,Fukushima,4,2003,71879,1069596,NA,1673199,0.067202008982831
7,Fukushima,3,2003,130069,1069596,NA,1673199,0.121605727770111
7,Fukushima,1,2003,392129,1069596,NA,1673199,0.366614123463439
7,Fukushima,2,2003,422075,1069596,NA,1673199,0.394611610365035
21,Gifu,5,2003,30725,1037056,NA,1681883,0.02962713681807
21,Gifu,4,2003,67601,1037056,NA,1681883,0.065185486608245
