pref,Prefecture,Party,Year,Votes,Vote.Total,Actual.Voters,Eligible.Voters,vshare
16,Toyama,1,2009,215313,648299,667283,905002,0.332119901465219
30,Wakayama,21,2009,3818,590129,609965,850860,0.00646977186344
30,Wakayama,98,2009,5986,590129,609965,850860,0.010143544885949
30,Wakayama,20,2009,12339,590129,609965,850860,0.020908987695911
30,Wakayama,5,2009,16901,590129,609965,850860,0.028639500854898
30,Wakayama,24,2009,18988,590129,609965,850860,0.032176015752488
30,Wakayama,4,2009,42851,590129,609965,850860,0.072612937171364
30,Wakayama,3,2009,92413,590129,609965,850860,0.156597964173935
30,Wakayama,1,2009,153327,590129,609965,850860,0.259819463202113
30,Wakayama,2,2009,243506,590129,609965,850860,0.412631814399902
6,Yamagata,98,2009,5173,703736,725815,969259,0.007350767901599
6,Yamagata,24,2009,32102,703736,725815,969259,0.045616538019939
6,Yamagata,4,2009,36973,703736,725815,969259,0.052538167721987
6,Yamagata,5,2009,51270,703736,725815,969259,0.072854024804756
6,Yamagata,3,2009,68167,703736,725815,969259,0.096864449168438
6,Yamagata,1,2009,219146,703736,725815,969259,0.31140370820876
6,Yamagata,2,2009,290905,703736,725815,969259,0.41337234417452
35,Yamaguchi,98,2009,6888,849561,870526,1212508,0.008107716809034
35,Yamaguchi,5,2009,23535,849561,870526,1212508,0.027702542842715
35,Yamaguchi,20,2009,25282,849561,870526,1212508,0.029758899007841
35,Yamaguchi,4,2009,50773,849561,870526,1212508,0.059763807425247
35,Yamaguchi,3,2009,107920,849561,870526,1212508,0.127030313302988
35,Yamaguchi,1,2009,316957,849561,870526,1212508,0.373083274773677
35,Yamaguchi,2,2009,318206,849561,870526,1212508,0.374553445838498
19,Yamanashi,98,2009,3197,507263,521400,701958,0.006302450602547
19,Yamanashi,21,2009,3863,507263,521400,701958,0.007615379004579
19,Yamanashi,20,2009,8325,507263,521400,701958,0.016411605025401
19,Yamanashi,24,2009,21276,507263,521400,701958,0.041942739762214
19,Yamanashi,5,2009,23701,507263,521400,701958,0.046723297382226
19,Yamanashi,4,2009,32568,507263,521400,701958,0.064203381677749
19,Yamanashi,3,2009,52523,507263,521400,701958,0.103541949639536
19,Yamanashi,1,2009,136873,507263,521400,701958,0.269826500257263
19,Yamanashi,2,2009,224937,507263,521400,701958,0.443432696648484
23,Aichi,98,2012,15228,3381297,3466406,5868215,0.00450359728826
23,Aichi,5,2012,71360,3381297,3466406,5868215,0.021104327718033
23,Aichi,4,2012,193332,3381297,3466406,5868215,0.057176876210519
23,Aichi,31,2012,310760,3381297,3466406,5868215,0.091905561682396
23,Aichi,24,2012,321812,3381297,3466406,5868215,0.095174129927066
23,Aichi,3,2012,365873,3381297,3466406,5868215,0.108204928463841
23,Aichi,30,2012,594363,3381297,3466406,5868215,0.175779589902928
23,Aichi,2,2012,626425,3381297,3466406,5868215,0.185261750150904
23,Aichi,1,2012,882144,3381297,3466406,5868215,0.260889238656054
5,Akita,98,2012,6716,557396,575014,909604,0.012048884455576
5,Akita,5,2012,20969,557396,575014,909604,0.037619573875665
5,Akita,4,2012,26694,557396,575014,909604,0.04789054819195
5,Akita,24,2012,31415,557396,575014,909604,0.056360289632505
5,Akita,31,2012,33321,557396,575014,909604,0.059779761605753
5,Akita,3,2012,45577,557396,575014,909604,0.081767719897524
5,Akita,2,2012,101452,557396,575014,909604,0.182010635167816
5,Akita,30,2012,109715,557396,575014,909604,0.1968349252596
5,Akita,1,2012,181537,557396,575014,909604,0.325687661913613
2,Aomori,98,2012,7769,597828,619955,1144420,0.012995376596613
2,Aomori,5,2012,14917,597828,619955,1144420,0.024951992880896
2,Aomori,24,2012,31953,597828,619955,1144420,0.053448483510307
2,Aomori,4,2012,38086,597828,619955,1144420,0.063707287045772
2,Aomori,31,2012,48070,597828,619955,1144420,0.080407742695223
2,Aomori,3,2012,59787,597828,619955,1144420,0.100007025432064
2,Aomori,30,2012,97592,597828,619955,1144420,0.163244277618312
2,Aomori,2,2012,105231,597828,619955,1144420,0.176022200365322
2,Aomori,1,2012,194423,597828,619955,1144420,0.32521561385549
12,Chiba,98,2012,7494,2900941,3366805,5865464,0.002583299694823
12,Chiba,5,2012,48958,2900941,3366805,5865464,0.016876592802129
12,Chiba,4,2012,162004,2900941,3366805,5865464,0.055845327429962
12,Chiba,31,2012,190225,2900941,3366805,5865464,0.065573550099778
12,Chiba,24,2012,307297,2900941,3366805,5865464,0.105930110264221
12,Chiba,3,2012,330877,2900941,3366805,5865464,0.114058507222312
12,Chiba,2,2012,539504,2900941,3366805,5865464,0.185975516220426
12,Chiba,30,2012,548110,2900941,3366805,5865464,0.188942139809117
12,Chiba,1,2012,766472,2900941,3366805,5865464,0.264214956457232
38,Ehime,98,2012,2414,689126,705635,1184972,0.003502987842572
38,Ehime,5,2012,10249,689126,705635,1184972,0.014872461639816
38,Ehime,4,2012,27308,689126,705635,1184972,0.039627005801552
38,Ehime,31,2012,28702,689126,705635,1184972,0.041649857935994
38,Ehime,24,2012,33745,689126,705635,1184972,0.048967823010596
38,Ehime,3,2012,93061,689126,705635,1184972,0.135042067778607
38,Ehime,2,2012,96808,689126,705635,1184972,0.140479389835821
38,Ehime,30,2012,178754,689126,705635,1184972,0.259392331736141
38,Ehime,1,2012,218085,689126,705635,1184972,0.316466074418902
18,Fukui,98,2012,2076,390618,401062,649614,0.005314655238622
18,Fukui,5,2012,6835,390618,401062,649614,0.017497913562611
18,Fukui,31,2012,12893,390618,401062,649614,0.033006671479553
18,Fukui,4,2012,14088,390618,401062,649614,0.036065926301399
18,Fukui,24,2012,27632,390618,401062,649614,0.070739187646243
18,Fukui,3,2012,31940,390618,401062,649614,0.081767865280146
18,Fukui,2,2012,69021,390618,401062,649614,0.176696926408921
18,Fukui,30,2012,79815,390618,401062,649614,0.204330061594704
18,Fukui,1,2012,146318,390618,401062,649614,0.374580792487801
40,Fukuoka,98,2012,11413,2297664,2357741,4112260,0.004967218879697
40,Fukuoka,20,2012,15404,2297664,2357741,4112260,0.006704200440099
40,Fukuoka,5,2012,61626,2297664,2357741,4112260,0.026821154006852
40,Fukuoka,31,2012,81288,2297664,2357741,4112260,0.035378540987716
40,Fukuoka,4,2012,132687,2297664,2357741,4112260,0.057748652544497
40,Fukuoka,24,2012,182085,2297664,2357741,4112260,0.079247879585527
40,Fukuoka,2,2012,332558,2297664,2357741,4112260,0.144737437675831
40,Fukuoka,3,2012,384662,2297664,2357741,4112260,0.167414382607727
40,Fukuoka,30,2012,448643,2297664,2357741,4112260,0.195260490654856
40,Fukuoka,1,2012,647298,2297664,2357741,4112260,0.281720042617197
7,Fukushima,98,2012,13039,919467,954024,1621015,0.01418104184272
7,Fukushima,5,2012,34176,919467,954024,1621015,0.037169360074913
7,Fukushima,4,2012,59335,919467,954024,1621015,0.064531951663301
7,Fukushima,31,2012,66563,919467,954024,1621015,0.072393027699743
7,Fukushima,24,2012,72392,919467,954024,1621015,0.078732570065049
7,Fukushima,3,2012,85705,919467,954024,1621015,0.093211610639642
7,Fukushima,30,2012,163861,919467,954024,1621015,0.178213029940172
7,Fukushima,2,2012,185503,919467,954024,1621015,0.201750579411768
7,Fukushima,1,2012,238893,919467,954024,1621015,0.259816828662693
21,Gifu,98,2012,4956,1011583,1041212,1678226,0.004899251964495
21,Gifu,5,2012,16612,1011583,1041212,1678226,0.016421786447578
21,Gifu,4,2012,55754,1011583,1041212,1678226,0.055115596050942
21,Gifu,31,2012,76254,1011583,1041212,1678226,0.07538086345856
21,Gifu,24,2012,85482,1011583,1041212,1678226,0.084503199440876
21,Gifu,3,2012,106511,1011583,1041212,1678226,0.105291409602573
21,Gifu,2,2012,163661,1011583,1041212,1678226,0.161787020936493
21,Gifu,30,2012,191770,1011583,1041212,1678226,0.18957416247604
21,Gifu,1,2012,310583,1011583,1041212,1678226,0.307026709622443
10,Gunma,98,2012,3143,906290,930153,1622565,0.003467984861358
10,Gunma,5,2012,20683,906290,930153,1622565,0.022821613390857
10,Gunma,4,2012,50461,906290,930153,1622565,0.055678645908043
10,Gunma,31,2012,50874,906290,930153,1622565,0.056134349932141
10,Gunma,24,2012,81354,906290,930153,1622565,0.089765968950336
10,Gunma,3,2012,109837,906290,930153,1622565,0.121194099019078
10,Gunma,2,2012,111070,906290,930153,1622565,0.122554590693928
10,Gunma,30,2012,182350,906290,930153,1622565,0.201204912334904
10,Gunma,1,2012,296518,906290,930153,1622565,0.327177834909356
34,Hiroshima,98,2012,5016,1289320,1316774,2319885,0.003890422858561
34,Hiroshima,5,2012,26669,1289320,1316774,2319885,0.020684546892936
34,Hiroshima,4,2012,59892,1289320,1316774,2319885,0.046452393509757
34,Hiroshima,31,2012,66752,1289320,1316774,2319885,0.051773027642478
34,Hiroshima,24,2012,86935,1289320,1316774,2319885,0.06742701579127
34,Hiroshima,3,2012,177173,1289320,1316774,2319885,0.137415847113207
34,Hiroshima,2,2012,215012,1289320,1316774,2319885,0.166763875531288
34,Hiroshima,30,2012,248277,1289320,1316774,2319885,0.192564297459126
34,Hiroshima,1,2012,403594,1289320,1316774,2319885,0.313028573201377
1,Hokkaido,98,2012,10506,2618464,2687031,4575652,0.004012275899153
1,Hokkaido,5,2012,48351,2618464,2687031,4575652,0.018465405672944
1,Hokkaido,31,2012,81838,2618464,2687031,4575652,0.031254200936121
1,Hokkaido,24,2012,155522,2618464,2687031,4575652,0.059394362496487
1,Hokkaido,4,2012,182968,2618464,2687031,4575652,0.069876080022487
1,Hokkaido,3,2012,289011,2618464,2687031,4575652,0.110374249941951
1,Hokkaido,30,2012,333760,2618464,2687031,4575652,0.127464039986801
1,Hokkaido,22,2012,346848,2618464,2687031,4575652,0.132462390164616
1,Hokkaido,2,2012,477356,2618464,2687031,4575652,0.1823038239212
1,Hokkaido,1,2012,692304,2618464,2687031,4575652,0.264393170958241
28,Hyogo,98,2012,9578,2606507,2660300,4541009,0.003674649636468
28,Hyogo,5,2012,41557,2606507,2660300,4541009,0.015943559714208
28,Hyogo,31,2012,113619,2606507,2660300,4541009,0.043590521721215
28,Hyogo,4,2012,160439,2606507,2660300,4541009,0.061553258824933
28,Hyogo,24,2012,195661,2606507,2660300,4541009,0.075066362760583
28,Hyogo,3,2012,319927,2606507,2660300,4541009,0.122741661541672
28,Hyogo,2,2012,365222,2606507,2660300,4541009,0.140119324444554
28,Hyogo,1,2012,655008,2606507,2660300,4541009,0.251297234191199
28,Hyogo,30,2012,745496,2606507,2660300,4541009,0.286013427165168
8,Ibaraki,98,2012,4808,1387731,1424295,2420501,0.003464648408085
8,Ibaraki,5,2012,23490,1387731,1424295,2420501,0.016926911627686
8,Ibaraki,4,2012,61442,1387731,1424295,2420501,0.044275151308143
8,Ibaraki,31,2012,76455,1387731,1424295,2420501,0.055093530374403
8,Ibaraki,24,2012,134938,1387731,1424295,2420501,0.097236424062012
8,Ibaraki,3,2012,188683,1387731,1424295,2420501,0.135965111394067
8,Ibaraki,2,2012,217761,1387731,1424295,2420501,0.156918740015176
8,Ibaraki,30,2012,249954,1387731,1424295,2420501,0.180117039973885
8,Ibaraki,1,2012,430200,1387731,1424295,2420501,0.310002442836544
17,Ishikawa,98,2012,2837,565056,582637,941028,0.005020741307056
17,Ishikawa,5,2012,16673,565056,582637,941028,0.029506809944501
17,Ishikawa,4,2012,23736,565056,582637,941028,0.042006455997282
17,Ishikawa,31,2012,26430,565056,582637,941028,0.046774125042474
17,Ishikawa,24,2012,34403,565056,582637,941028,0.060884230943482
17,Ishikawa,3,2012,48983,565056,582637,941028,0.08668698323706
17,Ishikawa,2,2012,91640,565056,582637,941028,0.162178615924793
17,Ishikawa,30,2012,124559,565056,582637,941028,0.220436558500396
17,Ishikawa,1,2012,195795,565056,582637,941028,0.346505479102956
3,Iwate,98,2012,8311,644226,671241,1088422,0.012900752220494
3,Iwate,5,2012,29228,644226,671241,1088422,0.045369171688196
3,Iwate,24,2012,38065,644226,671241,1088422,0.059086407565047
3,Iwate,4,2012,40896,644226,671241,1088422,0.063480828156579
3,Iwate,3,2012,42479,644226,671241,1088422,0.065938040377135
3,Iwate,30,2012,68275,644226,671241,1088422,0.105979889045149
3,Iwate,2,2012,122501,644226,671241,1088422,0.190152213664149
3,Iwate,31,2012,144396,644226,671241,1088422,0.224138733922568
3,Iwate,1,2012,150075,644226,671241,1088422,0.232953963360684
37,Kagawa,98,2012,2042,469914,486772,824554,0.004345475980711
37,Kagawa,31,2012,12732,469914,486772,824554,0.0270943193861
37,Kagawa,4,2012,18688,469914,486772,824554,0.039768979004669
37,Kagawa,5,2012,21035,469914,486772,824554,0.044763509918836
37,Kagawa,24,2012,23813,469914,486772,824554,0.05067522993569
37,Kagawa,3,2012,60280,469914,486772,824554,0.128278791438433
37,Kagawa,2,2012,83747,469914,486772,824554,0.17821771643322
37,Kagawa,30,2012,88148,469914,486772,824554,0.187583259915644
37,Kagawa,1,2012,159429,469914,486772,824554,0.339272717986695
46,Kagoshima,98,2012,3811,768041,788950,1389355,0.004961974686247
46,Kagoshima,20,2012,16809,768041,788950,1389355,0.021885550380774
46,Kagoshima,5,2012,21711,768041,788950,1389355,0.028268022149859
46,Kagoshima,31,2012,23170,768041,788950,1389355,0.030167660320217
46,Kagoshima,4,2012,28428,768041,788950,1389355,0.037013649010925
46,Kagoshima,24,2012,34791,768041,788950,1389355,0.045298362978018
46,Kagoshima,2,2012,113008,768041,788950,1389355,0.147137978311054
46,Kagoshima,3,2012,119318,768041,788950,1389355,0.155353685545433
46,Kagoshima,30,2012,141842,768041,788950,1389355,0.184680244934841
46,Kagoshima,1,2012,265153,768041,788950,1389355,0.345232871682632
14,Kanagawa,98,2012,11621,4310283,4395166,7342072,0.002696110673011
14,Kanagawa,5,2012,89144,4310283,4395166,7342072,0.020681704658372
14,Kanagawa,4,2012,260109,4310283,4395166,7342072,0.060346153605227
14,Kanagawa,31,2012,267519,4310283,4395166,7342072,0.062065298264638
14,Kanagawa,3,2012,433970,4310283,4395166,7342072,0.100682484189553
14,Kanagawa,24,2012,597468,4310283,4395166,7342072,0.13861456428731
14,Kanagawa,2,2012,703165,4310283,4395166,7342072,0.163136620031678
14,Kanagawa,30,2012,812282,4310283,4395166,7342072,0.188452127157312
14,Kanagawa,1,2012,1135005,4310283,4395166,7342072,0.263324937132898
39,Kochi,98,2012,1404,326394,339772,630554,0.004301549660839
39,Kochi,5,2012,7314,326394,339772,630554,0.022408500156253
39,Kochi,31,2012,11613,326394,339772,630554,0.035579698156216
39,Kochi,24,2012,15968,326394,339772,630554,0.048922467937523
39,Kochi,4,2012,41514,326394,339772,630554,0.127189838048494
39,Kochi,2,2012,46384,326394,339772,630554,0.142110455461804
39,Kochi,30,2012,51383,326394,339772,630554,0.157426300728567
39,Kochi,3,2012,65119,326394,339772,630554,0.199510407666808
39,Kochi,1,2012,85695,326394,339772,630554,0.262550782183496
43,Kumamoto,98,2012,3614,832424,867009,1481444,0.004341537485704
43,Kumamoto,20,2012,5531,832424,867009,1481444,0.006644450424303
43,Kumamoto,31,2012,28364,832424,867009,1481444,0.034073981528644
43,Kumamoto,5,2012,30679,832424,867009,1481444,0.036855016193671
43,Kumamoto,4,2012,34880,832424,867009,1481444,0.041901723160313
43,Kumamoto,24,2012,54334,832424,867009,1481444,0.065272024833498
43,Kumamoto,2,2012,115778,832424,867009,1481444,0.139085369955696
43,Kumamoto,3,2012,122721,832424,867009,1481444,0.147426071329034
43,Kumamoto,30,2012,166266,832424,867009,1481444,0.199737153181552
43,Kumamoto,1,2012,270257,832424,867009,1481444,0.324662671907586
26,Kyoto,98,2012,4281,1191498,1218512,2091750,0.003592956093925
26,Kyoto,5,2012,17170,1191498,1218512,2091750,0.014410431238659
26,Kyoto,31,2012,61975,1191498,1218512,2091750,0.052014355038783
26,Kyoto,24,2012,84319,1191498,1218512,2091750,0.070767219080519
26,Kyoto,3,2012,117694,1191498,1218512,2091750,0.098778176715362
26,Kyoto,4,2012,138376,1191498,1218512,2091750,0.116136158012854
26,Kyoto,2,2012,178351,1191498,1218512,2091750,0.149686361202453
26,Kyoto,30,2012,289667,1191498,1218512,2091750,0.24311161244081
26,Kyoto,1,2012,299665,1191498,1218512,2091750,0.251502730176635
24,Mie,98,2012,3841,893392,918279,1498408,0.004299344520658
24,Mie,5,2012,16483,893392,918279,1498408,0.018449907767251
24,Mie,31,2012,44923,893392,918279,1498408,0.050283638089439
24,Mie,4,2012,46558,893392,918279,1498408,0.052113741784122
24,Mie,24,2012,62491,893392,918279,1498408,0.069948018339094
24,Mie,3,2012,111496,893392,918279,1498408,0.124800759353117
24,Mie,30,2012,167617,893392,918279,1498408,0.187618648924548
24,Mie,2,2012,194904,893392,918279,1498408,0.218161792359905
24,Mie,1,2012,245079,893392,918279,1498408,0.274324148861866
4,Miyagi,98,2012,13633,1022839,1047800,1897053,0.013328588370213
4,Miyagi,5,2012,29668,1022839,1047800,1897053,0.029005542416744
4,Miyagi,4,2012,63608,1022839,1047800,1897053,0.062187695228672
4,Miyagi,31,2012,72572,1022839,1047800,1897053,0.070951537827556
4,Miyagi,24,2012,89514,1022839,1047800,1897053,0.087515239446286
4,Miyagi,3,2012,106063,1022839,1047800,1897053,0.103694716372762
4,Miyagi,30,2012,173453,1022839,1047800,1897053,0.169579963220018
4,Miyagi,2,2012,184870,1022839,1047800,1897053,0.180742032714826
4,Miyagi,1,2012,289458,1022839,1047800,1897053,0.282994684402922
45,Miyazaki,98,2012,1757,503914,516736,927973,0.003486706064924
45,Miyazaki,20,2012,3034,503914,516736,927973,0.006020868640284
45,Miyazaki,31,2012,16755,503914,516736,927973,0.033249721182583
45,Miyazaki,24,2012,21324,503914,516736,927973,0.042316744523867
45,Miyazaki,4,2012,23374,503914,516736,927973,0.046384899010546
45,Miyazaki,5,2012,26794,503914,516736,927973,0.053171771373687
45,Miyazaki,2,2012,76307,503914,516736,927973,0.151428616787785
45,Miyazaki,30,2012,80760,503914,516736,927973,0.160265442119092
45,Miyazaki,3,2012,82996,503914,516736,927973,0.164702707207976
45,Miyazaki,1,2012,170813,503914,516736,927973,0.338972523089257
20,Nagano,98,2012,4228,1082622,1108292,1749231,0.003905333532849
20,Nagano,5,2012,38179,1082622,1108292,1749231,0.035265309590975
20,Nagano,31,2012,60929,1082622,1108292,1749231,0.056279107574019
20,Nagano,4,2012,95830,1082622,1108292,1749231,0.08851658288858
20,Nagano,3,2012,103123,1082622,1108292,1749231,0.095253006127716
20,Nagano,24,2012,105140,1082622,1108292,1749231,0.097116075601641
20,Nagano,30,2012,207919,1082622,1108292,1749231,0.192051334630185
20,Nagano,2,2012,209713,1082622,1108292,1749231,0.193708422699705
20,Nagano,1,2012,257561,1082622,1108292,1749231,0.23790482735433
42,Nagasaki,98,2012,2386,678585,700085,1164796,0.003516140203512
42,Nagasaki,20,2012,4835,678585,700085,1164796,0.007125120655482
42,Nagasaki,5,2012,18149,678585,700085,1164796,0.026745359829646
42,Nagasaki,4,2012,28155,678585,700085,1164796,0.041490749132386
42,Nagasaki,24,2012,36409,678585,700085,1164796,0.053654295335146
42,Nagasaki,31,2012,41159,678585,700085,1164796,0.060654155337946
42,Nagasaki,3,2012,102921,678585,700085,1164796,0.151670019231194
42,Nagasaki,30,2012,108337,678585,700085,1164796,0.159651333289124
42,Nagasaki,2,2012,129892,678585,700085,1164796,0.191415961154461
42,Nagasaki,1,2012,206342,678585,700085,1164796,0.304076865831104
29,Nara,98,2012,2363,706235,724850,1148093,0.003345911771577
29,Nara,5,2012,10047,706235,724850,1148093,0.014226142856132
29,Nara,31,2012,33121,706235,724850,1148093,0.046897987213888
29,Nara,24,2012,41701,706235,724850,1148093,0.059046917810644
29,Nara,4,2012,42219,706235,724850,1148093,0.059780384716136
29,Nara,3,2012,77954,706235,724850,1148093,0.110379689480131
29,Nara,2,2012,95040,706235,724850,1148093,0.134572769687144
29,Nara,1,2012,196095,706235,724850,1148093,0.27766253442551
29,Nara,30,2012,207695,706235,724850,1148093,0.29408766203884
15,Niigata,98,2012,4456,1132333,1163480,1950307,0.003935238132246
15,Niigata,5,2012,47442,1132333,1163480,1950307,0.041897569001345
15,Niigata,4,2012,59154,1132333,1163480,1950307,0.052240816085021
15,Niigata,31,2012,61441,1132333,1163480,1950307,0.054260539964834
15,Niigata,24,2012,75122,1132333,1163480,1950307,0.066342674813858
15,Niigata,3,2012,86298,1132333,1163480,1950307,0.076212562912147
15,Niigata,30,2012,195281,1132333,1163480,1950307,0.172458985121868
15,Niigata,2,2012,234304,1132333,1163480,1950307,0.206921462149385
15,Niigata,1,2012,368835,1132333,1163480,1950307,0.325730151819297
44,Oita,98,2012,2528,588596,610718,982586,0.004294966326649
44,Oita,20,2012,4866,588596,610718,982586,0.008267130595519
44,Oita,31,2012,19931,588596,610718,982586,0.03386193586093
44,Oita,4,2012,24351,588596,610718,982586,0.04137133109977
44,Oita,24,2012,44161,588596,610718,982586,0.075027693018641
44,Oita,5,2012,50760,588596,610718,982586,0.086239118172737
44,Oita,3,2012,75989,588596,610718,982586,0.129102134571081
44,Oita,2,2012,90824,588596,610718,982586,0.154306179450761
44,Oita,30,2012,103802,588596,610718,982586,0.176355258955209
44,Oita,1,2012,171384,588596,610718,982586,0.291174251948705
33,Okayama,98,2012,3394,849547,868537,1571500,0.003995070313944
33,Okayama,5,2012,12981,849547,868537,1571500,0.015279907998027
33,Okayama,31,2012,23523,849547,868537,1571500,0.027688874188244
33,Okayama,4,2012,45950,849547,868537,1571500,0.054087649064737
33,Okayama,24,2012,54897,849547,868537,1571500,0.064619144085024
33,Okayama,3,2012,126846,849547,868537,1571500,0.149310161768566
33,Okayama,2,2012,145937,849547,868537,1571500,0.171782138010022
33,Okayama,30,2012,179723,849547,868537,1571500,0.211551568070984
33,Okayama,1,2012,256296,849547,868537,1571500,0.301685486500453
47,Okinawa,98,2012,4051,589909,613909,1095914,0.006867160867185
47,Okinawa,20,2012,16675,589909,613909,1095914,0.02826707170089
47,Okinawa,24,2012,30013,589909,613909,1095914,0.050877338708174
47,Okinawa,31,2012,37488,589909,613909,1095914,0.063548784643055
47,Okinawa,2,2012,49033,589909,613909,1095914,0.083119599802681
47,Okinawa,4,2012,49611,589909,613909,1095914,0.084099411943198
47,Okinawa,5,2012,78679,589909,613909,1095914,0.133374808656928
47,Okinawa,30,2012,96490,589909,613909,1095914,0.163567601104577
47,Okinawa,3,2012,103720,589909,613909,1095914,0.175823728744603
47,Okinawa,1,2012,124149,589909,613909,1095914,0.210454493828709
27,Osaka,98,2012,12746,4070030,4146291,7103872,0.003131672248116
27,Osaka,5,2012,51477,4070030,4146291,7103872,0.01264781832075
27,Osaka,31,2012,172826,4070030,4146291,7103872,0.042463077667732
27,Osaka,24,2012,238050,4070030,4146291,7103872,0.058488512369688
27,Osaka,4,2012,314840,4070030,4146291,7103872,0.077355695166866
27,Osaka,2,2012,375593,4070030,4146291,7103872,0.092282612167478
27,Osaka,3,2012,590344,4070030,4146291,7103872,0.145046596708132
27,Osaka,1,2012,852061,4070030,4146291,7103872,0.209350053930806
27,Osaka,30,2012,1462093,4070030,4146291,7103872,0.359233961420432
41,Saga,98,2012,2288,412091,423524,684640,0.00555217172906
41,Saga,20,2012,3693,412091,423524,684640,0.008961612847648
41,Saga,5,2012,12310,412091,423524,684640,0.029872042825492
41,Saga,31,2012,12839,412091,423524,684640,0.031155739872989
41,Saga,4,2012,16087,412091,423524,684640,0.039037494145711
41,Saga,24,2012,21775,412091,423524,684640,0.052840270716905
41,Saga,3,2012,51201,412091,423524,684640,0.124246828977095
41,Saga,30,2012,65856,412091,423524,684640,0.159809362495177
41,Saga,2,2012,85917,412091,423524,684640,0.208490357712253
41,Saga,1,2012,140125,412091,423524,684640,0.340034118677671
11,Saitama,98,2012,9219,3303537,3366805,5865464,0.002790645299266
11,Saitama,5,2012,63076,3303537,3366805,5865464,0.019093474660644
11,Saitama,31,2012,219967,3303537,3366805,5865464,0.066585299332201
11,Saitama,4,2012,227281,3303537,3366805,5865464,0.068799289973141
11,Saitama,24,2012,360552,3303537,3366805,5865464,0.109141202293178
11,Saitama,3,2012,423788,3303537,3366805,5865464,0.128283109891005
11,Saitama,2,2012,529984,3303537,3366805,5865464,0.160429261122246
11,Saitama,30,2012,619534,3303537,3366805,5865464,0.187536570651396
11,Saitama,1,2012,850136,3303537,3366805,5865464,0.257341146776924
25,Shiga,98,2012,2781,676264,688633,1115309,0.00411229933872
25,Shiga,5,2012,7736,676264,688633,1115309,0.011439319555677
25,Shiga,4,2012,42169,676264,688633,1115309,0.06235582553559
25,Shiga,3,2012,49563,676264,688633,1115309,0.073289425431488
25,Shiga,24,2012,50206,676264,688633,1115309,0.074240237540369
25,Shiga,31,2012,83447,676264,688633,1115309,0.123394118273337
25,Shiga,2,2012,104508,676264,688633,1115309,0.154537281298428
25,Shiga,30,2012,153408,676264,688633,1115309,0.226846320371926
25,Shiga,1,2012,182446,676264,688633,1115309,0.269785172654466
32,Shimane,98,2012,1814,374351,384781,585351,0.004845719658823
32,Shimane,5,2012,8804,374351,384781,585351,0.023518035212942
32,Shimane,31,2012,11042,374351,384781,585351,0.029496381737995
32,Shimane,24,2012,16942,374351,384781,585351,0.045256991433174
32,Shimane,4,2012,20003,374351,384781,585351,0.053433809446215
32,Shimane,3,2012,48649,374351,384781,585351,0.129955576450978
32,Shimane,30,2012,52490,374351,384781,585351,0.140216000491517
32,Shimane,2,2012,67397,374351,384781,585351,0.180036917224744
32,Shimane,1,2012,147210,374351,384781,585351,0.393240568343613
22,Shizuoka,98,2012,5714,1846335,1894572,3068476,0.003094779658079
22,Shizuoka,5,2012,31861,1846335,1894572,3068476,0.017256348387481
22,Shizuoka,31,2012,79111,1846335,1894572,3068476,0.042847587247168
22,Shizuoka,4,2012,91817,1846335,1894572,3068476,0.04972932864296
22,Shizuoka,24,2012,174302,1846335,1894572,3068476,0.094404319909442
22,Shizuoka,3,2012,195697,1846335,1894572,3068476,0.105992141187813
22,Shizuoka,2,2012,336412,1846335,1894572,3068476,0.182205287772804
22,Shizuoka,30,2012,403220,1846335,1894572,3068476,0.218389403873078
22,Shizuoka,1,2012,528201,1846335,1894572,3068476,0.286080803321174
9,Tochigi,98,2012,2625,869792,890177,1626704,0.003017962915272
9,Tochigi,5,2012,10797,869792,890177,1626704,0.012413312608072
9,Tochigi,4,2012,28061,869792,890177,1626704,0.032261736139215
9,Tochigi,31,2012,40329,869792,890177,1626704,0.046366257679997
9,Tochigi,3,2012,98050,869792,890177,1626704,0.112728100511387
9,Tochigi,30,2012,117943,869792,890177,1626704,0.135599085758434
9,Tochigi,2,2012,118107,869792,890177,1626704,0.135787636584379
9,Tochigi,24,2012,210618,869792,890177,1626704,0.242147547919503
9,Tochigi,1,2012,243262,869792,890177,1626704,0.279678359883742
36,Tokushima,98,2012,2311,364802,376422,651233,0.006334943339126
36,Tokushima,5,2012,4164,364802,376422,651233,0.011414411105202
36,Tokushima,31,2012,10783,364802,376422,651233,0.029558500227521
36,Tokushima,4,2012,19466,364802,376422,651233,0.053360453067692
36,Tokushima,24,2012,19564,364802,376422,651233,0.053629091945768
36,Tokushima,3,2012,58447,364802,376422,651233,0.160215678642113
36,Tokushima,2,2012,69975,364802,376422,651233,0.191816382585622
36,Tokushima,30,2012,76108,364802,376422,651233,0.208628242169725
36,Tokushima,1,2012,103984,364802,376422,651233,0.285042296917232
13,Tokyo,98,2012,109814,6537607,6668632,10720874,0.016797277658324
13,Tokyo,5,2012,136889,6537607,6668632,10720874,0.02093870127097
13,Tokyo,31,2012,448689,6537607,6668632,10720874,0.068631993327222
13,Tokyo,4,2012,484365,6537607,6668632,10720874,0.074089035942356
13,Tokyo,3,2012,662743,6537607,6668632,10720874,0.101373943095692
13,Tokyo,24,2012,762730,6537607,6668632,10720874,0.116668071360056
